auctionNo;auctionUniqueId;organization;auctionId;auctionStart;auctionEnd;auctionName;auctionVal;comparativePrice;winnerOffer;currency;invitationsCount;registeredParticipantsCount;activeParticipantsCount;winner;auctionType;category;subcategory;itemsCount;offerChangesCount;extensionsCount;country;percentageReductionMinStep;savingComparison
8248;1482-61-2007;61;2007;15.7.2019 12:56;15.7.2019 13:05;telefon;Celková nabídka účastníka;0;8810,62;HRK;0;4;4;8128;poptavka;Počítače, IT a telekomunikační služby;Telekomunikační služby a zařízení;2;24;0;;0,1;0
8249;198-116-6122;116;6122;19.6.2019 14:00;15.7.2019 13:12;7. VS - Oprava ;Celková nabídka účastníka;0;312000;CZK;13;5;5;3946;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;9;0;Česká republika;0,1;0
8250;344-121-3644;121;3644;1.7.2019 14:00;15.7.2019 13:16;Obalový materiá;Jednotlivé položky;0;430462;CZK;10;24;24;7072;ERMMA;Obaly;Dřevěné obaly a palety;32;853;44;Česká republika;0,1;0
8251;1474-61-2008;61;2008;15.7.2019 13:23;15.7.2019 13:33;autogume;Celková nabídka účastníka;0;1425;HRK;2;8;8;8124;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;2;29;0;;0,1;0
8252;1482-61-2008;61;2008;15.7.2019 13:23;15.7.2019 13:33;autogume;Celková nabídka účastníka;0;1515;HRK;4;8;8;8124;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;2;29;0;;0,1;0
8253;100-45-1454;45;1454;2.7.2019 11:00;15.7.2019 13:45;Ocelové pásky v;Jednotlivé položky;45998,4;1732,5;EUR;9;8;8;2978;ERMMA;Hutní materiál, kovy a slitiny;Plechy;7;341;258;Česká republika;0;0,962335646
8254;1474-61-2009;61;2009;15.7.2019 13:54;15.7.2019 13:59;garderobni orma;Celková nabídka účastníka;0;850;HRK;1;4;4;8128;poptavka;Kancelář;Nábytek;1;113;0;;0,1;0
8255;1482-61-2009;61;2009;15.7.2019 13:54;15.7.2019 13:59;garderobni orma;Celková nabídka účastníka;0;858,5;HRK;2;4;4;8128;poptavka;Kancelář;Nábytek;1;113;0;;0,1;0
8256;1105-60-3002;60;3002;10.7.2019 15:00;15.7.2019 14:00;Plechy  ;Jednotlivé položky;453568,96;105264,64;CZK;40;39;39;6103;poptavka;Hutní materiál, kovy a slitiny;Plechy;6;325;0;;0;0,767919216
8257;1120-36-2850;36;2850;15.7.2019 11:27;15.7.2019 16:27;plechy-15.7.201;Jednotlivé položky;0;388;EUR;15;39;39;9518;poptavka;Hutní materiál, kovy a slitiny;Plechy;16;695;0;;0,1;0
8258;1120-36-2851;36;2851;15.7.2019 13:07;15.7.2019 18:07;profily-15.7.20;Jednotlivé položky;0;169,5408;EUR;12;35;35;9038;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;27;672;0;;0,1;0
8259;91-17-402;17;402;4.6.2019 10:00;16.7.2019 8:00;Zpracování proj;Celková nabídka účastníka;0;348480;CZK;8;8;8;4507;zapecetene;Inženýrská činnost;Projektová a schvalovací dokumentace ke stavební činnosti;1;9;0;;0,1;0
8260;198-116-6249;116;6249;12.7.2019 14:00;16.7.2019 8:01;Oprava části pl;Celková nabídka účastníka;123590,4;120750;CZK;2;2;2;4609;nipon;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;3;2;Česká republika;0;0,022982368
8261;198-116-6173;116;6173;20.6.2019 11:30;16.7.2019 8:55;Oprava ocelové ;Celková nabídka účastníka;1008000;1182405;CZK;6;13;13;4402;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;25;0;Česká republika;0,1;-0,173020833
8262;380-1-219;1;219;11.7.2019 9:00;16.7.2019 9:20;Lieky ATC skupi;Celková nabídka účastníka;1624281,12;1488789;EUR;3;1;1;84;343;Zdravotnictví;Léky a léčiva;2;2;0;;0,01;0,083416669
8263;585-1-3869;1;3869;11.7.2019 9:00;16.7.2019 10:20;Maľovanie pries;Celková nabídka účastníka;6401,5665;5680,992;EUR;6;5;5;1121;ERMMA;Stavebnictví;Natěrací a malířské práce;24;97;0;Slovenská republika;0,5;0,112562214
8264;162-1-10078;1;10078;10.7.2019 12:30;16.7.2019 10:20;Relé nadprúdové;Celková nabídka účastníka;2920,4;6195;EUR;10;1;1;92;ERMMA;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;1;0;Slovenská republika;0,1;-1,121284756
8265;1144-30-3030;30;3030;8.7.2019 8:00;16.7.2019 10:25;Elektrický pale;Celková nabídka účastníka;0;3651,6;EUR;7;38;38;14433;ERMMA;Stroje, zařízení, nástroje, nářadí;Manipulační technika, vozíky;9;701;0;;0,1;0
8266;106-81-6502;81;6502;10.7.2019 10:30;16.7.2019 10:30;Oprava strechy ;Celková nabídka účastníka;25494,8175;22392,41;EUR;4;10;10;8824;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;53;0;Slovenská republika;0,1;0,12168777
8267;148-88-5750;88;5750;12.7.2019 11:00;16.7.2019 11:00;44061, 44085 - ;Jednotlivé položky;0;153,0756;CZK;7;14;14;6608;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;14;94;0;Česká republika;0,1;0
8268;1120-36-2852;36;2852;16.7.2019 7:05;16.7.2019 11:05;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;18;30;30;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;27;321;0;;0,1;0
8269;106-90-6506;90;6506;8.7.2019 13:00;16.7.2019 13:00;Garáž pre nakla;Celková nabídka účastníka;54240;54036,2592;EUR;4;6;6;10364;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;7;0;Slovenská republika;0,1;0,003756283
8270;1423-2-529;2;529;10.7.2019 14:00;16.7.2019 13:30;„DOSTAWA RURY S;Multikriteriální hodnocení;0;535;PLN;5;21;21;1793;poptavka;Stavebnictví;Stavební materiály;1;132;0;;0,1;0
8271;1474-61-2010;61;2010;15.7.2019 13:42;16.7.2019 13:42;rezervni dijelo;Multikriteriální hodnocení;0;5100;HRK;2;13;13;8128;poptavka;Stavebnictví;Stavební stroje;1;189;0;;0,1;0
8272;1482-61-2010;61;2010;15.7.2019 13:42;16.7.2019 13:42;rezervni dijelo;Multikriteriální hodnocení;0;4750;HRK;4;13;13;8128;poptavka;Stavebnictví;Stavební stroje;1;189;0;;0,1;0
8273;1105-60-3005;60;3005;16.7.2019 11:30;16.7.2019 14:30;Silniční doprav;Celková nabídka účastníka;0;25896;CZK;39;30;30;8933;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;502;0;;0;0
8274;1120-36-2853;36;2853;16.7.2019 11:21;16.7.2019 15:21;plechy-16.7.201;Jednotlivé položky;0;1206,4;EUR;10;33;33;9333;poptavka;Hutní materiál, kovy a slitiny;Plechy;8;116;0;;0,1;0
8275;1474-61-2017;61;2017;16.7.2019 7:30;17.7.2019 7:30;uredski materij;Multikriteriální hodnocení;0;676,09;HRK;1;6;6;8124;poptavka;Kancelář;Kancelářské potřeby;3;88;0;;0,1;0
8276;1482-61-2017;61;2017;16.7.2019 7:30;17.7.2019 7:30;uredski materij;Multikriteriální hodnocení;0;724,88;HRK;5;6;6;8124;poptavka;Kancelář;Kancelářské potřeby;3;88;0;;0,1;0
8277;1105-60-3004;60;3004;16.7.2019 11:30;17.7.2019 8:00;Silniční doprav;Celková nabídka účastníka;0;17675;CZK;44;33;33;10432;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;508;0;;0;0
8278;106-101-6509;101;6509;9.7.2019 9:00;17.7.2019 9:00;Kancelársky náb;Celková nabídka účastníka;11423,49;11537,925;EUR;8;9;9;10466;ERMMA;Kancelář;Nábytek;1;10;0;Slovenská republika;0,1;-0,010017517
8279;1072-6-918;6;918;16.7.2019 11:00;17.7.2019 9:13;Výběrové řízení;Jednotlivé položky;0;148216;CZK;11;7;7;164;ERMMA;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;3;126;91;;0,1;0
8280;198-116-6239;116;6239;9.7.2019 16:00;17.7.2019 9:30;Požární materiá;Jednotlivé položky;0;6021,6;CZK;37;4;4;3974;poptavka;Stroje, zařízení, nástroje, nářadí;Zabezpečovací zařízení, hasící a požární pomůcky;2;7;0;Česká republika;0,1;0
8281;162-1-10052;1;10052;8.7.2019 13:28;17.7.2019 9:55;ND žkv medzikol;Celková nabídka účastníka;34335;23017,5;EUR;7;5;5;5143;ERMMA;Dopravní služby, auto-moto a příslušenství;Železniční doprava;1;9;0;Slovenská republika;0,1;0,329619921
8282;291-107-3964;107;3964;15.7.2019 11:00;17.7.2019 10:21;AutoCAD Map 3D ;Celková nabídka účastníka;2415,6;2284,8;EUR;1;3;3;6931;ERMMA;Počítače, IT a telekomunikační služby;Software a informační systémy;1;26;1;Slovenská republika;0;0,054148038
8283;636-1-3287;1;3287;12.7.2019 12:30;17.7.2019 10:46;Ložiska ZKL;Celková nabídka účastníka;0;15184;CZK;27;51;51;1174;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;2;295;8;Česká republika;0,1;0
8284;1474-52-2021;52;2021;16.7.2019 11:30;17.7.2019 11:00;031_IBM HW TS33;Celková nabídka účastníka;16000,0032;12614,4;EUR;4;9;9;5991;ERMMA;Počítače, IT a telekomunikační služby;Hardware a příslušenství;4;53;1;;0,1;0,211600158
8285;636-1-3274;1;3274;9.7.2019 14:00;17.7.2019 11:00;Ocelový přístře;Celková nabídka účastníka;160040,1351;167653,8882;CZK;15;26;26;555;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;102;0;Česká republika;0,1;-0,047574023
8286;1197-8-668;8;668;5.7.2019 11:00;17.7.2019 11:20;Dostawa artykuł;Multikriteriální hodnocení;0;37876,272;PLN;16;25;25;412;ERMMA;Elektro, elektromateriál;Vodiče, rozvaděče a kabely;1;130;0;;0,1;0
8287;198-116-6238;116;6238;9.7.2019 15:30;17.7.2019 12:00;kohouty,armatur;Jednotlivé položky;0;1538,11;CZK;47;6;6;5374;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;10;48;0;Česká republika;0,1;0
8288;1467-5-1957;5;1957;12.7.2019 12:30;17.7.2019 12:10;Uređaj za terap;Celková nabídka účastníka;185400;177309;HRK;9;2;2;356;ERMMA;Zdravotnictví;Přístroje a zařízení;1;2;0;;0;0,043640777
8289;148-88-5753;88;5753;16.7.2019 13:00;17.7.2019 12:25;Tyče, plech (DZ;Jednotlivé položky;102999,8;20911,68;CZK;9;6;6;8020;ERMMA;Hutní materiál, kovy a slitiny;Plechy;5;17;5;Česká republika;0,3;0,796973586
8290;1197-8-690;8;690;12.7.2019 10:30;17.7.2019 13:30;Dostawa odczynn;Multikriteriální hodnocení;0;3038,5;PLN;5;13;13;416;poptavka;Chemie;Chemické látky;3;748;0;;0,1;0
8291;127-106-2090;106;2090;9.7.2019 9:30;17.7.2019 13:30;LIEKY pre  potr;Skupiny položek;0;50117,3;EUR;7;12;12;6538;343;Zdravotnictví;Léky a léčiva;168;800;1;;0,5;0
8292;154-52-7048;52;7048;9.7.2019 15:00;17.7.2019 15:00;Přeprava: Skawi;Celková nabídka účastníka;0;427,2;EUR;58;6;6;4760;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;7;0;;0;0
8293;198-116-6183;116;6183;26.6.2019 13:30;18.7.2019 8:30;Oprava části pl;Jednotlivé položky;315000;118450;CZK;11;5;5;4609;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;7;0;Česká republika;0,1;0,623968254
8294;1120-36-2855;36;2855;17.7.2019 7:15;18.7.2019 8:45;Profil AB MIX 1;Multikriteriální hodnocení;0;20191,41115;EUR;17;34;34;9236;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;25;403;0;;0,1;0
8295;1120-36-2854;36;2854;16.7.2019 13:45;18.7.2019 8:45;Profily AB 1524;Multikriteriální hodnocení;0;12804,62904;EUR;18;21;21;9440;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;3;95;0;;0,1;0
8296;1465-19-1870;19;1870;18.7.2019 9:00;18.7.2019 9:20;Import Madarsko;Jednotlivé položky;0;224,4;EUR;21;3;3;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;9;0;;0;0
8297;162-1-10080;1;10080;15.7.2019 9:00;18.7.2019 10:00;Detektor horľav;Celková nabídka účastníka;0;413,92;EUR;7;1;1;58;poptavka;Dopravní služby, auto-moto a příslušenství;Železniční doprava;1;2;0;Slovenská republika;0,1;0
8298;198-116-6241;116;6241;9.7.2019 16:00;18.7.2019 10:00;Brzdové obložen;Jednotlivé položky;0;194040;CZK;23;3;3;4152;poptavka;Stroje, zařízení, nástroje, nářadí;Těsnění, ventily;1;5;0;Česká republika;0,1;0
8299;91-17-405;17;405;24.6.2019 12:30;18.7.2019 10:00;Realizace díla ;Celková nabídka účastníka;0;405392;CZK;2;3;3;4511;zapecetene;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;3;0;;0,1;0
8300;291-107-3965;107;3965;16.7.2019 11:35;18.7.2019 10:20;TYČ U 120 ak. 1;Celková nabídka účastníka;2079,76572;1974,62124;EUR;5;4;4;5434;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;1;5;0;Slovenská republika;0;0,050555925
8301;585-1-3880;1;3880;12.7.2019 12:00;18.7.2019 10:58;Ryby, mrazená z;Celková nabídka účastníka;23999,9424;12345,528;EUR;4;9;9;714;ERMMA;Potraviny a nápoje;Maso a masové výrobky;44;444;19;Slovenská republika;0,5;0,485601765
8302;162-1-10079;1;10079;17.7.2019 7:30;18.7.2019 12:00;Kalibrácia anal;Jednotlivé položky;0;90,3;EUR;16;3;3;1869;poptavka;Stroje, zařízení, nástroje, nářadí;Měřicí přístroje;2;4;0;Slovenská republika;0,1;0
8303;636-1-3275;1;3275;9.7.2019 10:00;18.7.2019 12:00;Sanace zpevněné;Celková nabídka účastníka;124929,4553;151079,7498;CZK;15;15;15;555;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;88;0;Česká republika;0,1;-0,209320488
8304;148-88-5754;88;5754;17.7.2019 13:00;18.7.2019 13:00;Plech tl. hladk;Jednotlivé položky;0;176417,28;CZK;3;3;3;7752;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;114;0;Česká republika;0,1;0
8305;1468-1-799;1;799;16.7.2019 12:00;18.7.2019 13:00;Výběrové řízení;Celková nabídka účastníka;451201,7565;475497,48;CZK;3;25;25;2653;ERMMA;Hutní materiál, kovy a slitiny;Plechy;2;185;4;;0,1;-0,053846695
8306;636-1-3277;1;3277;9.7.2019 13:00;18.7.2019 13:00;Oprava zdiva a ;Celková nabídka účastníka;384681,525;395438,0064;CZK;17;11;11;1026;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;23;0;Česká republika;0,1;-0,027962043
8307;106-79-6508;79;6508;10.7.2019 13:30;18.7.2019 13:30;AB OZ Smolenice;Celková nabídka účastníka;0;27267,7376;EUR;4;6;6;8706;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;12;0;Slovenská republika;0,1;0
8308;198-116-6240;116;6240;9.7.2019 16:00;18.7.2019 13:30;Náhradní díly ;Jednotlivé položky;0;98112;CZK;26;8;8;4174;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;2;24;0;Česká republika;0,1;0
8309;198-116-6205;116;6205;3.7.2019 15:00;18.7.2019 14:00;Náhradní díly D;Jednotlivé položky;178587,84;188063,2;CZK;0;2;2;4349;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;3;8;0;Česká republika;0,1;-0,05305714
8310;1120-36-2856;36;2856;18.7.2019 10:08;18.7.2019 14:08;plechy-18.7.201;Jednotlivé položky;0;463,563;EUR;16;27;27;9814;poptavka;Hutní materiál, kovy a slitiny;Plechy;18;334;0;;0,1;0
8311;370-15-1111;15;1111;11.7.2019 13:00;18.7.2019 14:20;Rekonštrukcia s;Celková nabídka účastníka;34835,7875;22338;EUR;7;7;7;1321;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;70;0;Slovenská republika;0;0,358762881
8312;380-1-220;1;220;15.7.2019 9:00;18.7.2019 19:44;Lieky ATC skupi;Celková nabídka účastníka;10163680,8;9545817,6;EUR;1;3;3;53;343;Zdravotnictví;Léky a léčiva;2;355;312;;0,01;0,060791283
8313;344-121-3650;121;3650;16.7.2019 11:00;19.7.2019 9:15;19/1005- Oprava;Jednotlivé položky;0;331766,09;CZK;6;18;18;474999;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;2;54;0;Česká republika;0,1;0
8314;107-84-828;84;828;16.7.2019 15:30;19.7.2019 9:20;Rekonštrukcia č;Celková nabídka účastníka;828,3842;853,7429;EUR;3;27;27;2575;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;174;0;Slovenská republika;0;-0,030612245
8315;585-1-3874;1;3874;11.7.2019 8:00;19.7.2019 9:20;Maľovanie a nát;Celková nabídka účastníka;10296,7076;9797;EUR;3;7;7;1121;ERMMA;Stavebnictví;Natěrací a malířské práce;1;81;0;Slovenská republika;0,5;0,048530814
8316;198-116-6196;116;6196;27.6.2019 10:30;19.7.2019 9:30;Náhradní díly T;Jednotlivé položky;0;10039,5;CZK;0;2;2;5872;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;3;0;Česká republika;0,1;0
8317;162-1-10077;1;10077;15.7.2019 14:05;19.7.2019 10:21;puzdro valca pr;Jednotlivé položky;8871,744;9841,728;EUR;8;7;7;100;ERMMA;Dopravní služby, auto-moto a příslušenství;Železniční doprava;2;63;1;Slovenská republika;0,1;-0,109334084
8318;198-116-6233;116;6233;9.7.2019 15:00;19.7.2019 11:00;Oprava pohonu d;Jednotlivé položky;0;16451;CZK;2;2;2;4564;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;4;0;Česká republika;0,1;0
8319;636-1-3276;1;3276;9.7.2019 13:00;19.7.2019 11:00;Oprava oken jíd;Celková nabídka účastníka;384833,27;346800;CZK;18;19;19;390;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;165;0;Česká republika;0,1;0,098830514
8320;1465-19-1871;19;1871;19.7.2019 10:30;19.7.2019 11:07;Preprava Cergy ;Jednotlivé položky;0;162,75;EUR;34;8;8;1705;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;161;6;;0;0
8321;585-1-3881;1;3881;12.7.2019 10:00;19.7.2019 11:20;Robotizované pr;Celková nabídka účastníka;0;77250;EUR;2;13;13;3817;ERMMA;Stroje, zařízení, nástroje, nářadí;Řídící a automatické systémy;1;100;0;Slovenská republika;0,5;0
8322;1197-8-693;8;693;17.7.2019 10:00;19.7.2019 12:00;Dostawa fabrycz;Celková nabídka účastníka;0;3559,5;PLN;12;12;12;1405;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;1;67;0;;0,1;0
8323;636-1-3278;1;3278;9.7.2019 13:30;19.7.2019 12:10;Oprava střechy ;Celková nabídka účastníka;425185,9872;287039,04;CZK;16;30;30;555;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;102;5;Česká republika;0,1;0,324909455
8324;1465-19-1872;19;1872;19.7.2019 11:30;19.7.2019 12:26;Preprava 2950-5;Jednotlivé položky;0;881,1;EUR;32;8;8;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;152;3;;0;0
8325;1120-36-2857;36;2857;19.7.2019 9:41;19.7.2019 12:41;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;15;21;21;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;22;174;0;;0,1;0
8326;1423-2-531;2;531;11.7.2019 14:30;19.7.2019 13:00;„DOSTAWA RUR I ;Multikriteriální hodnocení;0;649269,45;PLN;6;8;8;343;poptavka;Stavebnictví;Stavební materiály;1;22;0;;0,1;0
8327;106-81-6507;81;6507;10.7.2019 13:32;19.7.2019 13:32;Oprava NN elekt;Celková nabídka účastníka;0;9610,0288;EUR;1;7;7;10461;ERMMA;Elektro, elektromateriál;Elektroinstalační práce;1;21;0;Slovenská republika;0,1;0
8328;1120-36-2859;36;2859;19.7.2019 10:30;19.7.2019 14:30;plechy-19.7.201;Jednotlivé položky;0;4445,48;EUR;5;21;21;9392;poptavka;Hutní materiál, kovy a slitiny;Plechy;5;84;0;;0,1;0
8329;198-116-6228;116;6228;9.7.2019 13:51;19.7.2019 15:00;Spojovací mater;Jednotlivé položky;2854,8;900;CZK;49;10;10;5015;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;3;25;0;Česká republika;0,1;0,684741488
8330;198-116-6244;116;6244;10.7.2019 14:39;19.7.2019 15:30;Kancelářské pot;Jednotlivé položky;7756,8;8231,5;CZK;27;2;2;3872;poptavka;Kancelář;Kancelářské potřeby;1;5;0;Česká republika;0,1;-0,061197917
8331;198-116-6230;116;6230;9.7.2019 14:03;19.7.2019 15:30;Nářadí nabídky ;Jednotlivé položky;467,54;506,1;CZK;41;6;6;3942;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;1;10;0;Česká republika;0,1;-0,082474227
8332;198-116-6243;116;6243;10.7.2019 14:32;19.7.2019 16:00;Laboratorní pot;Jednotlivé položky;4604,615;2194,93;CZK;28;7;7;4120;poptavka;Chemie;Laboratorní vybavení, příslušenství, nábytek a přístroje;6;41;0;Česká republika;0,1;0,523319539
8333;198-116-6231;116;6231;9.7.2019 14:14;19.7.2019 16:00;Barva nabídky d;Jednotlivé položky;250,29;263,61;CZK;29;4;4;6041;poptavka;Chemie;Barvy, ředidla a laky;1;6;0;Česká republika;0,1;-0,053218267
8334;106-99-6410;99;6410;1.7.2019 9:00;20.7.2019 12:00;Hájenka Podhrad;Celková nabídka účastníka;56160;52965;EUR;7;7;7;8190;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;13;0;Slovenská republika;0,1;0,056891026
8335;148-88-5755;88;5755;19.7.2019 11:51;22.7.2019 6:00;Plech nerezový ;Celková nabídka účastníka;0;14199,84;CZK;14;11;11;5454;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;52;0;Česká republika;0,1;0
8336;636-1-3293;1;3293;16.7.2019 13:30;22.7.2019 9:30;Oprava fasády Z;Celková nabídka účastníka;137200;156018,5;CZK;15;17;17;2443;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;307;0;Česká republika;0,1;-0,137161079
8337;107-84-829;84;829;17.7.2019 9:00;22.7.2019 10:20;Parkovisko, Dop;Celková nabídka účastníka;147574,5579;156429;EUR;1;24;24;2648;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;846;0;Slovenská republika;0;-0,059999787
8338;198-114-6262;114;6262;17.7.2019 10:00;22.7.2019 10:30;Nákup Dowanolu ;Celková nabídka účastníka;165375;156816;CZK;4;4;4;4615;ERMMA;Chemie;Chemické látky;1;13;0;Česká republika;0,5;0,051755102
8339;80-13-3726;13;3726;18.7.2019 11:00;22.7.2019 11:10;Kyselina chloro;Celková nabídka účastníka;50500;40800;CZK;11;8;8;7265;ERMMA;Chemie;Chemické látky;1;22;0;Česká republika;0;0,192079208
8340;162-1-10087;1;10087;17.7.2019 10:00;22.7.2019 12:55;Spínače vačkové;Jednotlivé položky;2496,821;2818,2825;EUR;17;2;2;64;ERMMA;Stroje, zařízení, nástroje, nářadí;Náhradní díly;7;14;0;Slovenská republika;0,1;-0,128748316
8341;106-102-6513;102;6513;15.7.2019 9:00;22.7.2019 13:00;Rekonštrukcia s;Celková nabídka účastníka;31251,8024;31251,8024;EUR;2;4;4;10375;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;4;0;Slovenská republika;0,1;0
8342;1465-19-1873;19;1873;22.7.2019 16:15;22.7.2019 16:26;Trnava ;Jednotlivé položky;0;187,2;EUR;33;5;5;1713;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;29;0;;0;0
8343;636-5-3283;5;3283;11.7.2019 16:00;22.7.2019 17:00;Návrh zesílení ;Celková nabídka účastníka;0;586040;CZK;-1;13;13;2519;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;88;0;;0;0
8344;636-5-3285;5;3285;11.7.2019 16:00;22.7.2019 17:00;RDS_Zesílení do;Celková nabídka účastníka;0;487500;CZK;3;29;29;2519;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;443;0;;0;0
8345;1129-105-2875;105;2875;19.6.2019 16:30;23.7.2019 6:53;Oprava podlah v;Multikriteriální hodnocení;0;851104,98;CZK;2;22;22;10189;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;170;0;;0;0
